#{"t_start": 1738319537.8338854, "env_id": null}
r,l,t
-15504.4,8000,5238.722567
-11673.2,8000,5243.793717
3901232.8,8000,5250.977268
3406331.8,8000,5256.025326
-16019.6,8000,5261.111212
3590541.0,8000,5266.14491
3947454.0,8000,5271.184019
2360025.8,8000,5278.344076
2330024.8,8000,5283.34791
1586905.8,8000,5288.327913
2390616.6,8000,5293.329235
2989431.4,8000,5298.322732
-9565.4,8000,5305.539002
-10574.8,8000,5310.601196
4095705.2,8000,5315.596738
3991717.4,8000,5320.596992
-11482.8,8000,5325.647684
3413443.4,8000,5332.843906
1849771.4,8000,5337.833623
1760289.2,8000,5342.812666
4077438.2,8000,5347.826424
3665253.6,8000,5352.829697
-10086.6,8000,5360.046663
2010572.0,8000,5365.04837
2613036.0,8000,5370.04666
-11283.4,8000,5375.07888
2115291.0,8000,5380.07251
-9825.4,8000,5387.294001
3177808.8,8000,5392.320306
3235227.4,8000,5397.332136
3123546.0,8000,5402.346014
2783246.0,8000,5407.3562
-11356.6,8000,5414.574708
-16083.0,8000,5419.619802
2407095.0,8000,5424.624344
2645137.2,8000,5429.641128
-15630.4,8000,5434.679277
1941361.8,8000,5441.855672
2225442.6,8000,5446.845505
2317188.8,8000,5451.833836
2231120.8,8000,5456.823808
-9362.8,8000,5461.857333
-6985.6,8000,5469.069897
1018468.8,8000,5474.053631
884482.8,8000,5479.032984
808003.6,8000,5484.00929
1106093.8,8000,5488.997505
715029.6,8000,5496.572145
-8978.6,8000,5501.67165
706981.8,8000,5506.704186
1197293.4,8000,5511.751528
673040.8,8000,5516.804611
2310957.6,8000,5524.046196
2056627.6,8000,5529.093933
2077857.8,8000,5534.138353
2421904.2,8000,5539.19312
1962541.2,8000,5544.243216
-9952.6,8000,5551.517648
2296234.4,8000,5556.560669
2064521.4,8000,5561.608512
-9077.2,8000,5566.68771
2046143.4,8000,5571.724771
-8479.0,8000,5578.999513
2389652.0,8000,5584.032108
2368793.0,8000,5589.066356
2839175.6,8000,5594.103435
2617054.8,8000,5599.143351
2088608.4,8000,5606.38617
2813415.8,8000,5611.436243
-15775.4,8000,5616.533742
-8702.2,8000,5621.615536
1936311.8,8000,5626.663248
-16066.8,8000,5633.943118
-11076.6,8000,5639.027349
-15822.6,8000,5644.113134
-15904.2,8000,5649.200144
-8413.0,8000,5654.294536
1777176.0,8000,5661.557471
-16203.6,8000,5666.642073
-16073.8,8000,5671.728168
2788216.2,8000,5676.767056
-9161.2,8000,5681.842445
2864302.2,8000,5689.076377
2481143.6,8000,5694.13236
-9215.2,8000,5699.211675
3150590.2,8000,5704.24469
-16189.6,8000,5709.339503
-16070.8,8000,5716.619236
-16091.0,8000,5721.704619
-16076.8,8000,5726.789709
-15952.2,8000,5731.87282
-10452.6,8000,5736.949352
-9791.4,8000,5744.227136
-701.8,8000,5749.303357
4173324.8,8000,5754.347293
-9374.2,8000,5759.429191
-11761.0,8000,5764.506623
-8942.2,8000,5771.785506
3971354.6,8000,5776.821442
3609702.8,8000,5781.856387
-16747.6,8000,5786.943073
-16919.8,8000,5792.026701
2021952.0,8000,5799.272522
2241150.6,8000,5804.308794
2247137.2,8000,5809.365269
2464803.0,8000,5814.402951
2829489.0,8000,5819.442433
2269257.0,8000,5825.589446
1187137.6,8000,5830.62315
-9426.0,8000,5835.709718
2263217.2,8000,5840.751914
2530675.0,8000,5845.794419
574607.6,8000,5853.020404
1134548.4,8000,5858.053751
534318.0,8000,5863.09252
631348.6,8000,5868.127178
560380.0,8000,5873.165061
911025.0,8000,5880.39421
1018733.6,8000,5885.430979
920675.6,8000,5890.460598
1140120.2,8000,5895.497765
847256.6,8000,5900.536906
736909.8,8000,5907.782271
1438983.4,8000,5912.829394
829342.2,8000,5917.890726
1316200.0,8000,5922.936852
666360.2,8000,5927.992336
962116.8,8000,5935.235702
838197.8,8000,5940.268856
796719.6,8000,5945.298921
734417.2,8000,5950.329695
-8901.4,8000,5955.413212
490907.4,8000,5962.654126
1071764.0,8000,5967.686754
877048.2,8000,5972.711572
534690.0,8000,5977.74417
500777.8,8000,5982.765431
973206.6,8000,5989.999458
953180.0,8000,5995.039805
833463.6,8000,6000.083756
972387.8,8000,6005.120918
1256319.8,8000,6010.151228
1127029.8,8000,6017.373233
514275.6,8000,6022.407616
589712.0,8000,6027.445277
593450.2,8000,6032.482782
549499.0,8000,6037.512952
633514.4,8000,6044.735088
1333585.2,8000,6049.755656
703077.6,8000,6054.779387
567852.4,8000,6059.787389
970329.2,8000,6064.759723
1572870.6,8000,6071.936475
-8168.8,8000,6076.969155
2167450.0,8000,6081.971539
2066342.0,8000,6086.965904
-8659.6,8000,6092.005061
1962758.2,8000,6099.176748
-9571.0,8000,6104.210953
1655496.0,8000,6109.194611
1781432.2,8000,6114.17579
1579722.8,8000,6119.161564
-11948.2,8000,6126.368495
1054621.6,8000,6131.347491
1026842.2,8000,6136.327949
916022.0,8000,6141.309673
1043393.6,8000,6146.287107
-10044.6,8000,6153.502629
1922499.4,8000,6158.484087
-7866.8,8000,6163.504185
2405217.8,8000,6168.484598
2573092.6,8000,6173.460663
2498535.4,8000,6180.628823
2308097.8,8000,6185.615947
-15518.6,8000,6190.65184
2244671.4,8000,6195.645206
-8429.6,8000,6200.676731
902337.8,8000,6207.853673
-6108.8,8000,6212.892443
927273.8,8000,6217.890579
-4423.0,8000,6222.929297
897998.0,8000,6227.928013
1434502.0,8000,6235.099868
1424135.4,8000,6240.094888
-8900.8,8000,6245.135225
1334757.6,8000,6250.161237
1878855.4,8000,6255.177685
1642818.0,8000,6262.326889
1307586.6,8000,6267.326186
1580298.2,8000,6272.309948
1473788.4,8000,6277.281349
1237506.2,8000,6282.255737
1687144.0,8000,6289.412197
1550407.2,8000,6294.398438
1999840.0,8000,6299.37298
-10430.4,8000,6304.393669
1864398.8,8000,6309.379915
1097608.8,8000,6316.547027
1154829.2,8000,6321.539276
1088645.2,8000,6326.535308
954789.8,8000,6331.527481
956881.4,8000,6336.518162
874440.4,8000,6343.972938
1376060.8,8000,6348.961566
834701.2,8000,6353.955004
1188121.4,8000,6358.943568
1142957.0,8000,6363.931345
1200313.6,8000,6371.331588
926816.6,8000,6376.324737
1179469.0,8000,6381.327698
1044085.4,8000,6386.336087
930342.2,8000,6391.348545
702489.0,8000,6398.634874
493845.2,8000,6403.658077
1150701.4,8000,6408.655625
1073645.6,8000,6413.658579
711981.8,8000,6418.665491
813429.0,8000,6426.141244
668131.8,8000,6431.129777
523394.6,8000,6436.127588
493347.4,8000,6441.107906
761641.2,8000,6446.09916
999211.2,8000,6453.278529
473655.0,8000,6458.296669
-15507.4,8000,6463.346843
575363.2,8000,6468.345871
672928.2,8000,6473.327407
549841.4,8000,6480.514726
910624.6,8000,6485.511901
1347942.0,8000,6490.500475
268704.2,8000,6495.510773
552704.8,8000,6500.501217
806624.2,8000,6507.686559
858879.6,8000,6512.674891
796044.6,8000,6517.656279
681264.4,8000,6522.643598
759858.2,8000,6527.628341
916827.8,8000,6534.82649
1174732.2,8000,6539.828293
1008387.4,8000,6544.828512
1091939.2,8000,6549.832229
1339868.8,8000,6554.830614
751858.6,8000,6562.008379
894438.4,8000,6567.004682
1043799.8,8000,6571.997513
1184727.0,8000,6576.981895
954114.0,8000,6581.973753
-15371.6,8000,6589.202417
2098634.4,8000,6594.196258
1819166.6,8000,6599.185743
-10660.6,8000,6604.227072
-9263.2,8000,6609.262775
858965.4,8000,6616.450582
2005583.8,8000,6621.438081
-15954.8,8000,6626.478728
2344462.0,8000,6631.471507
2354652.8,8000,6636.45689
-9651.8,8000,6643.666064
3228475.4,8000,6648.661985
2386877.4,8000,6653.656264
2753791.4,8000,6658.666826
2148988.4,8000,6663.65273
1047388.4,8000,6670.851016
1138432.0,8000,6675.844044
1122309.2,8000,6680.834875
948414.4,8000,6685.830122
929166.0,8000,6690.8284
649168.6,8000,6698.017569
645700.2,8000,6703.016541
777891.6,8000,6708.016541
608313.6,8000,6713.018103
671541.2,8000,6718.021302
450752.2,8000,6725.192759
869967.2,8000,6730.189759
660064.2,8000,6735.182214
700367.6,8000,6740.181348
543322.4,8000,6745.162529
400794.0,8000,6752.358453
670332.8,8000,6757.341871
705595.8,8000,6762.316725
643225.8,8000,6767.30135
570339.2,8000,6772.29175
727794.6,8000,6779.47879
464378.6,8000,6784.496196
630417.2,8000,6789.513498
451603.0,8000,6794.534382
491764.4,8000,6799.556093
553812.8,8000,6806.741638
571764.2,8000,6811.741621
553347.8,8000,6816.725983
-9244.4,8000,6821.77245
1173702.2,8000,6826.772884
676702.0,8000,6833.980308
515948.6,8000,6839.011584
705723.8,8000,6844.049208
569546.8,8000,6849.036745
497738.4,8000,6854.021844
697591.8,8000,6861.267867
660672.2,8000,6866.304664
839518.0,8000,6871.328443
749340.4,8000,6876.349733
665919.4,8000,6881.376759
418153.2,8000,6888.62302
573501.8,8000,6893.657727
594546.6,8000,6898.696656
709057.2,8000,6903.728752
597483.0,8000,6908.774101
-2467.0,8000,6916.060765
703562.6,8000,6921.092153
475487.0,8000,6926.127128
680088.0,8000,6931.164201
581491.0,8000,6936.198828
904450.0,8000,6943.418831
827953.4,8000,6948.436447
830425.8,8000,6953.443004
736424.2,8000,6958.459308
372178.6,8000,6963.486354
595305.0,8000,6969.59835
416059.4,8000,6974.629281
471768.2,8000,6979.668589
596851.4,8000,6984.693138
749092.4,8000,6989.71488
866764.8,8000,6996.961358
727807.6,8000,7001.994713
574765.2,8000,7007.022485
561967.8,8000,7012.053035
1070669.4,8000,7017.079469
911086.4,8000,7024.317751
889554.2,8000,7029.350421
433488.2,8000,7034.394186
485905.8,8000,7039.435709
804932.2,8000,7044.470825
461971.8,8000,7051.720633
467061.4,8000,7056.763087
587718.4,8000,7061.803684
412300.0,8000,7066.843931
345849.4,8000,7071.883262
614934.6,8000,7079.125879
613276.2,8000,7084.147073
467685.8,8000,7089.162223
641406.2,8000,7094.188674
578288.0,8000,7099.229436
2241281.4,8000,7106.478251
2470433.0,8000,7111.528152
2642407.4,8000,7116.59485
1859165.6,8000,7121.643816
2854093.6,8000,7126.694337
1006785.0,8000,7133.941987
873354.4,8000,7138.98271
539571.4,8000,7144.023865
868357.2,8000,7149.066156
979917.2,8000,7154.10491
629095.4,8000,7161.340865
654409.0,8000,7166.379224
489291.6,8000,7171.407054
473369.6,8000,7176.436006
383618.2,8000,7181.464849
596901.4,8000,7188.688242
408336.2,8000,7193.712589
660713.2,8000,7198.740021
636266.2,8000,7203.762401
536354.8,8000,7208.791598
408815.8,8000,7216.002665
919285.6,8000,7221.018707
660402.0,8000,7226.028301
952308.4,8000,7231.044683
614756.6,8000,7236.060238
945356.2,8000,7243.498894
940165.0,8000,7248.491138
921016.8,8000,7253.484291
476846.4,8000,7258.466471
437581.2,8000,7263.438872
597492.4,8000,7270.594191
1209757.0,8000,7275.583623
597796.4,8000,7280.575735
590073.4,8000,7285.557211
922860.8,8000,7290.543545
539349.2,8000,7297.769717
917022.0,8000,7302.804659
1077765.4,8000,7307.841542
676607.6,8000,7312.883081
425214.8,8000,7317.914958
589091.4,8000,7325.341556
669846.0,8000,7330.408514
790406.4,8000,7335.443221
621396.0,8000,7340.487894
691080.2,8000,7345.53358
406673.2,8000,7353.144223
790074.6,8000,7358.187206
444680.0,8000,7363.233618
540560.4,8000,7368.279855
1335356.4,8000,7373.315318
2299924.2,8000,7380.924395
1273375.6,8000,7385.945818
2266244.4,8000,7390.982816
1966900.0,8000,7396.013531
2302142.0,8000,7401.056088
1165012.2,8000,7408.676183
438199.2,8000,7413.703231
403886.6,8000,7418.740517
781698.0,8000,7423.782979
759796.8,8000,7428.818112
577436.8,8000,7436.40049
702001.0,8000,7441.422604
515129.4,8000,7446.452013
563322.2,8000,7451.469739
877979.0,8000,7456.490356
565314.6,8000,7463.748324
2143546.6,8000,7468.79124
1980685.4,8000,7473.845844
2348067.2,8000,7478.886603
2114611.2,8000,7483.926159
476364.8,8000,7491.146271
679633.0,8000,7496.170048
676422.8,8000,7501.185477
438243.0,8000,7506.205974
364605.8,8000,7511.245315
871555.2,8000,7518.865442
786601.8,8000,7523.88979
772336.0,8000,7528.911225
711901.2,8000,7533.938844
669898.2,8000,7538.955967
417223.6,8000,7546.144682
632357.6,8000,7551.144366
435462.8,8000,7556.138234
573349.8,8000,7561.125722
462347.0,8000,7566.099254
425871.4,8000,7573.322643
412060.2,8000,7578.379954
587913.0,8000,7583.434668
546979.4,8000,7588.482632
418705.4,8000,7593.519083
732241.4,8000,7600.819694
474907.0,8000,7605.850904
462669.8,8000,7610.887529
353014.2,8000,7615.937109
528771.2,8000,7620.991034
425984.2,8000,7628.407334
433672.8,8000,7633.447353
428508.6,8000,7638.501276
440507.4,8000,7643.55956
676795.8,8000,7648.606292
886630.2,8000,7655.84523
705085.2,8000,7660.907305
747352.6,8000,7665.973362
672747.2,8000,7671.023563
712854.0,8000,7676.077624
2318129.4,8000,7683.415859
2154197.2,8000,7688.453962
2015314.2,8000,7693.492928
2225527.8,8000,7698.551096
2297356.6,8000,7703.591702
746108.0,8000,7710.952275
841171.2,8000,7716.003995
472156.8,8000,7721.052207
717480.8,8000,7726.105335
453698.8,8000,7731.151716
682780.4,8000,7738.780418
752061.0,8000,7743.811736
890419.2,8000,7748.842315
967955.8,8000,7753.86439
820722.2,8000,7758.890561
3038885.4,8000,7766.187078
1233302.8,8000,7771.209717
2576969.4,8000,7776.257792
3095459.2,8000,7781.304927
3560575.4,8000,7786.351253
3806068.4,8000,7793.584798
3351287.6,8000,7798.611507
3011587.4,8000,7803.663733
4111122.2,8000,7808.697386
1364888.2,8000,7813.707847
551831.8,8000,7821.064448
616916.4,8000,7826.090698
-2937.0,8000,7831.160403
910769.4,8000,7836.183003
1157303.6,8000,7841.207154
1212186.0,8000,7848.4377
925986.4,8000,7853.456557
571960.8,8000,7858.498665
801026.2,8000,7863.530637
1289233.0,8000,7868.558593
2496351.2,8000,7875.773225
-9822.8,8000,7880.843218
2612862.0,8000,7885.865479
2744794.8,8000,7890.886847
2460055.0,8000,7895.913332
1366160.6,8000,7903.3849
597281.8,8000,7908.421532
932584.0,8000,7913.459838
620529.8,8000,7918.496498
1170015.4,8000,7923.531595
901635.2,8000,7931.139355
791370.6,8000,7936.1666
466293.2,8000,7941.191785
458914.8,8000,7946.221556
819371.6,8000,7951.251662
485865.6,8000,7958.878039
738336.0,8000,7963.914337
575166.2,8000,7968.953249
379291.2,8000,7973.99087
475222.0,8000,7979.025708
405938.4,8000,7986.248379
410437.8,8000,7991.283437
532872.0,8000,7996.311891
379225.4,8000,8001.343946
430320.6,8000,8006.374233
425424.6,8000,8013.623357
553839.0,8000,8018.642304
398686.4,8000,8023.65716
434794.4,8000,8028.674624
364656.2,8000,8033.694794
923333.6,8000,8040.903109
772156.4,8000,8045.9427
711637.4,8000,8050.969593
613861.0,8000,8056.007522
694530.4,8000,8061.042497
739926.2,8000,8068.674
384780.6,8000,8073.733603
411108.6,8000,8078.784498
646985.8,8000,8083.839998
524401.0,8000,8088.894069
761624.2,8000,8096.34244
605644.4,8000,8101.383204
822488.4,8000,8106.424398
538836.0,8000,8111.468699
407647.4,8000,8116.529757
521152.0,8000,8124.119003
499748.6,8000,8129.162108
522235.6,8000,8134.203738
1049341.2,8000,8139.240337
1167536.6,8000,8144.272624
1290335.0,8000,8150.396938
958549.8,8000,8155.42955
900178.6,8000,8160.466205
601276.4,8000,8165.502696
444120.6,8000,8170.53918
789776.8,8000,8177.779941
511315.6,8000,8182.857453
672084.8,8000,8187.912887
445375.6,8000,8192.947617
477065.0,8000,8198.0032
776639.2,8000,8205.314069
422847.8,8000,8210.349972
739346.8,8000,8215.384684
630649.0,8000,8220.417638
629097.0,8000,8225.449702
424773.4,8000,8232.663396
712854.6,8000,8237.690217
688977.6,8000,8242.72939
575547.2,8000,8247.774124
789795.2,8000,8252.812377
521511.4,8000,8260.061769
555419.6,8000,8265.094575
702767.4,8000,8270.140072
622204.2,8000,8275.180069
630320.0,8000,8280.209104
504562.0,8000,8287.422864
462935.6,8000,8292.432329
540617.8,8000,8297.457492
597637.0,8000,8302.476427
376368.4,8000,8307.497535
651968.4,8000,8314.724319
760280.4,8000,8319.751407
404865.4,8000,8324.780707
424608.2,8000,8329.80661
427971.4,8000,8334.831844
430653.8,8000,8342.048716
418776.8,8000,8347.070003
759957.4,8000,8352.092544
366030.0,8000,8357.118027
457282.6,8000,8362.137601
442253.4,8000,8369.378106
578036.6,8000,8374.415187
428915.0,8000,8379.433196
610161.8,8000,8384.465468
434792.4,8000,8389.481884
596010.6,8000,8396.694753
439042.4,8000,8401.706765
422891.8,8000,8406.707342
435885.8,8000,8411.719192
745958.4,8000,8416.73584
537609.2,8000,8423.95691
904331.6,8000,8428.974972
515984.4,8000,8433.990619
367191.0,8000,8438.994325
878969.6,8000,8444.007193
664051.0,8000,8451.215777
408583.0,8000,8456.238111
809533.6,8000,8461.260283
381637.2,8000,8466.285662
688470.2,8000,8471.315709
812657.0,8000,8478.527582
530473.8,8000,8483.544662
559893.8,8000,8488.561975
584082.4,8000,8493.577742
555513.4,8000,8498.60551
732024.2,8000,8505.869758
447648.2,8000,8510.928474
453118.8,8000,8515.992801
482875.6,8000,8521.050633
730752.0,8000,8526.11114
786847.8,8000,8533.351943
461269.0,8000,8538.382331
414812.6,8000,8543.416737
638909.0,8000,8548.456903
476939.2,8000,8553.481126
594020.8,8000,8560.705996
467408.8,8000,8565.734859
440102.8,8000,8570.754112
393268.4,8000,8575.776592
406346.0,8000,8580.789884
505518.0,8000,8588.015837
395972.8,8000,8593.035053
416749.0,8000,8598.064058
416216.8,8000,8603.094919
554320.6,8000,8608.129327
374750.8,8000,8615.281955
736115.2,8000,8620.262162
556991.6,8000,8625.250213
503403.0,8000,8630.245907
792918.2,8000,8635.231978
719660.6,8000,8642.467629
623695.6,8000,8647.49891
618625.2,8000,8652.529477
668836.2,8000,8657.56957
477018.8,8000,8662.600379
594588.2,8000,8670.199839
796835.6,8000,8675.232001
440892.8,8000,8680.245169
479346.4,8000,8685.261333
807937.6,8000,8690.287887
561045.0,8000,8697.542765
425129.4,8000,8702.555241
750356.8,8000,8707.58429
640289.4,8000,8712.627657
761767.6,8000,8717.654423
836192.6,8000,8724.880754
593491.4,8000,8729.908068
729921.8,8000,8734.934317
395700.6,8000,8739.946813
453036.6,8000,8744.970344
682732.8,8000,8752.216329
383205.4,8000,8757.266611
857252.4,8000,8762.314243
652592.8,8000,8767.361485
752676.2,8000,8772.411709
392711.4,8000,8779.576
845690.2,8000,8784.562309
549556.6,8000,8789.544433
873787.2,8000,8794.531833
773127.6,8000,8799.51125
755097.4,8000,8806.717782
787462.6,8000,8811.711392
612878.2,8000,8816.709172
988653.2,8000,8821.707745
886852.0,8000,8826.697006
620483.8,8000,8833.916879
453675.8,8000,8838.92602
697309.4,8000,8843.957315
892778.0,8000,8848.980625
584715.8,8000,8854.007748
606880.6,8000,8861.207798
433938.4,8000,8866.206995
562759.8,8000,8871.216835
729871.6,8000,8876.228695
928397.0,8000,8881.241049
568209.4,8000,8888.418377
551291.8,8000,8893.399645
633206.2,8000,8898.383648
713678.0,8000,8903.376601
623034.8,8000,8908.357345
559627.6,8000,8915.54293
693396.6,8000,8920.536833
618844.2,8000,8925.534418
399759.8,8000,8930.54038
638720.0,8000,8935.532911
701329.2,8000,8942.848076
863339.2,8000,8947.841868
649404.2,8000,8952.841594
465082.6,8000,8957.837339
404276.8,8000,8962.838547
789016.4,8000,8970.390059
696649.0,8000,8975.406527
370095.8,8000,8980.405581
701490.2,8000,8985.403645
900341.4,8000,8990.397367
633276.2,8000,8997.885113
731077.8,8000,9002.871483
715909.6,8000,9007.860556
587946.8,8000,9012.847894
751480.8,8000,9017.83722
563214.4,8000,9025.385634
609355.0,8000,9030.379097
726149.2,8000,9035.372418
945236.6,8000,9040.364732
690619.6,8000,9045.354888
741627.2,8000,9052.78579
657668.2,8000,9057.773863
457572.6,8000,9062.749069
757130.0,8000,9067.741164
454292.2,8000,9072.727484
725431.0,8000,9080.10742
618330.4,8000,9085.070225
878706.8,8000,9090.046976
597622.0,8000,9095.021815
567300.6,8000,9099.994528
384335.6,8000,9107.342321
753745.2,8000,9112.336022
618833.8,8000,9117.331498
916647.6,8000,9122.328113
590836.2,8000,9127.32198
473050.8,8000,9134.658857
414884.4,8000,9139.651985
448890.8,8000,9144.634444
519629.0,8000,9149.620126
789626.8,8000,9154.608982
512282.0,8000,9162.139633
418503.6,8000,9167.124445
509844.2,8000,9172.113873
576163.6,8000,9177.099234
420941.6,8000,9182.084049
427133.0,8000,9189.241793
541533.8,8000,9194.23181
655709.6,8000,9199.214095
505068.4,8000,9204.197503
678520.6,8000,9209.17871
499335.8,8000,9216.362544
572705.2,8000,9221.350487
759629.6,8000,9226.331458
450491.4,8000,9231.312053
428652.4,8000,9236.295814
609781.4,8000,9243.833799
701909.6,8000,9248.808378
731183.0,8000,9253.786489
597764.8,8000,9258.765556
539989.0,8000,9263.759188
761804.4,8000,9270.913398
537965.4,8000,9275.89251
652652.2,8000,9280.863589
662805.0,8000,9285.838356
647979.0,8000,9290.814526
596880.6,8000,9297.99099
389616.8,8000,9302.979536
585729.0,8000,9307.974134
447442.0,8000,9312.952378
507958.4,8000,9317.952025
446429.8,8000,9324.00773
440299.8,8000,9328.982672
684413.2,8000,9333.964221
467992.2,8000,9338.952808
395698.6,8000,9343.941826
610211.8,8000,9351.157133
435999.2,8000,9356.200947
407852.6,8000,9361.249194
701903.4,8000,9366.300804
672067.0,8000,9371.360241
420472.6,8000,9378.629853
476679.6,8000,9383.641636
591409.6,8000,9388.673337
551794.0,8000,9393.697796
672777.4,8000,9398.723522
625097.2,8000,9405.924355
379892.8,8000,9410.928247
395387.0,8000,9415.942834
573183.0,8000,9420.965351
594254.0,8000,9425.974234
589622.6,8000,9433.208243
450299.0,8000,9438.251127
805668.6,8000,9443.270071
562974.2,8000,9448.304466
527873.8,8000,9453.315974
516371.8,8000,9460.542019
445847.6,8000,9465.573951
438631.2,8000,9470.60499
432434.8,8000,9475.664897
645759.2,8000,9480.71238
473676.0,8000,9487.944536
479211.8,8000,9492.982676
444820.8,8000,9498.024175
887618.4,8000,9503.04362
646068.0,8000,9508.068998
499337.8,8000,9515.243541
582914.8,8000,9520.234173
532400.4,8000,9525.226173
-703.4,8000,9530.245259
543484.6,8000,9535.225235
764841.6,8000,9542.390699
432460.2,8000,9547.373584
516803.8,8000,9552.35555
459284.6,8000,9557.344052
577142.2,8000,9562.317121
554967.2,8000,9569.482388
473167.8,8000,9574.478384
675738.0,8000,9579.459253
631319.8,8000,9584.438684
699635.4,8000,9589.430578
565685.8,8000,9596.594533
654883.0,8000,9601.563363
661200.4,8000,9606.542362
524924.6,8000,9611.518118
462504.0,8000,9616.489437
691963.2,8000,9623.66948
617050.6,8000,9628.663201
416346.0,8000,9633.64669
443622.0,8000,9638.633379
641927.0,8000,9643.616529
554195.6,8000,9650.805215
465916.8,8000,9655.801369
539873.2,8000,9660.794768
499226.6,8000,9665.790985
447538.6,8000,9670.782328
567589.4,8000,9677.986902
854875.2,8000,9682.99291
679593.8,8000,9688.017651
379972.6,8000,9693.012371
433920.2,8000,9698.000545
420534.4,8000,9705.170193
581500.8,8000,9710.179389
749270.2,8000,9715.160247
656238.6,8000,9720.127461
421108.8,8000,9725.100217
728371.4,8000,9732.26292
429729.6,8000,9737.249346
617671.4,8000,9742.231762
672115.0,8000,9747.214143
454605.6,8000,9752.199243
678962.4,8000,9759.412892
673163.8,8000,9764.446413
453405.0,8000,9769.47359
533997.4,8000,9774.507774
651364.8,8000,9779.530469
835185.4,8000,9786.756295
485150.4,8000,9791.793673
389592.0,8000,9796.836291
628763.4,8000,9801.873694
568697.6,8000,9806.910128
522016.4,8000,9814.149097
702181.4,8000,9819.189377
443254.2,8000,9824.219878
561235.0,8000,9829.254511
716461.0,8000,9834.258189
1547322.8,8000,9841.400832
504982.6,8000,9846.401316
630100.4,8000,9851.385406
1005302.6,8000,9856.358283
1189778.4,8000,9861.324273
559500.2,8000,9868.491076
1962398.6,8000,9873.454878
1856590.0,8000,9878.430717
651909.8,8000,9883.409004
729627.2,8000,9888.369718
628678.8,8000,9895.514699
679952.6,8000,9900.4778
379474.0,8000,9905.447167
589261.6,8000,9910.419366
481678.8,8000,9915.384657
1612478.2,8000,9922.53467
981911.8,8000,9927.508822
499606.6,8000,9932.480269
1633729.4,8000,9937.445014
544674.0,8000,9942.420459
960895.8,8000,9949.560314
855613.0,8000,9954.528944
1126986.4,8000,9959.508282
412005.6,8000,9964.513503
407593.4,8000,9969.514108
400632.6,8000,9976.686213
414151.6,8000,9981.664597
445880.0,8000,9986.648523
450270.2,8000,9991.629949
420359.4,8000,9996.61802
734236.2,8000,10003.753648
396182.6,8000,10008.7358
596166.2,8000,10013.736421
529516.2,8000,10018.700731
438323.4,8000,10023.707774
588231.0,8000,10030.877831
460454.6,8000,10035.847059
887697.8,8000,10040.822164
527745.2,8000,10045.81331
581845.6,8000,10050.795372
630817.8,8000,10057.948897
698959.6,8000,10062.933002
583384.4,8000,10067.930926
818665.8,8000,10072.931311
481941.0,8000,10077.916328
463369.4,8000,10085.103444
402001.8,8000,10090.127654
686151.2,8000,10095.149749
559031.8,8000,10100.169119
570397.0,8000,10105.192815
626519.2,8000,10112.377587
499188.2,8000,10117.414488
583065.6,8000,10122.449699
447444.0,8000,10127.461866
686888.8,8000,10132.483856
426386.6,8000,10139.653524
868375.2,8000,10144.63184
750823.2,8000,10149.598984
633165.4,8000,10154.571954
438777.2,8000,10159.548453
672150.2,8000,10166.720097
591320.0,8000,10171.710969
653988.6,8000,10176.702385
700946.8,8000,10181.683106
571605.4,8000,10186.669089
654449.0,8000,10193.828202
642070.2,8000,10198.793276
655385.2,8000,10203.761179
427636.6,8000,10208.752841
434647.8,8000,10213.716459
537748.6,8000,10220.908691
616429.8,8000,10225.91117
903516.6,8000,10230.905188
495182.2,8000,10235.903626
496611.8,8000,10240.905031
784439.0,8000,10248.067857
745000.0,8000,10253.046242
523225.4,8000,10258.032795
810075.6,8000,10263.006852
411291.0,8000,10267.999071
565421.4,8000,10275.175362
657119.2,8000,10280.182331
864460.4,8000,10285.185161
647318.2,8000,10290.177892
652163.8,8000,10295.15221
678297.8,8000,10302.308054
563241.0,8000,10307.290694
609400.6,8000,10312.275134
543751.8,8000,10317.251192
570331.0,8000,10322.229001
691450.8,8000,10329.439239
611845.0,8000,10334.456733
602221.6,8000,10339.47063
489605.8,8000,10344.495672
681343.0,8000,10349.525442
433200.8,8000,10356.768708
514832.2,8000,10361.808268
471271.8,8000,10366.848829
685969.8,8000,10371.888757
456945.0,8000,10376.9307
597307.0,8000,10384.151481
411588.0,8000,10389.166711
650824.2,8000,10394.196907
682249.0,8000,10399.23137
422443.2,8000,10404.258888
696430.0,8000,10411.473577
713228.0,8000,10416.49568
459971.0,8000,10421.522117
659541.4,8000,10426.548851
730079.8,8000,10431.568221
705526.4,8000,10438.773768
452839.2,8000,10443.811288
358631.4,8000,10448.829273
760609.0,8000,10453.837359
613056.2,8000,10458.864304
697504.8,8000,10464.953179
610137.8,8000,10469.966248
414917.8,8000,10474.991039
504009.6,8000,10480.014026
557487.4,8000,10485.034327
620130.2,8000,10492.216866
570694.0,8000,10497.206939
769895.8,8000,10502.186326
563359.0,8000,10507.171778
436713.2,8000,10512.161311
618496.4,8000,10519.313656
693105.8,8000,10524.297487
484378.0,8000,10529.269365
593742.2,8000,10534.240128
573847.2,8000,10539.207508
596903.8,8000,10546.36674
727568.8,8000,10551.348388
579374.6,8000,10556.327154
394498.8,8000,10561.307217
666896.0,8000,10566.281107
719504.8,8000,10573.447735
695255.2,8000,10578.437856
