#{"t_start": 1738319537.8338854, "env_id": null}
r,l,t
638205.4,8000,10583.431383
414850.6,8000,10588.422207
607396.6,8000,10593.409087
507354.2,8000,10600.568269
416543.4,8000,10605.554859
-4663.6,8000,10610.586769
518634.6,8000,10615.584229
691659.0,8000,10620.566089
741618.0,8000,10627.748303
470605.8,8000,10632.732928
501096.2,8000,10637.731108
532986.8,8000,10642.732561
443935.0,8000,10647.725828
559493.8,8000,10654.923768
457317.6,8000,10659.919348
705907.2,8000,10664.926577
587984.0,8000,10669.933072
507898.8,8000,10674.941964
652937.8,8000,10682.112382
563724.8,8000,10687.098014
550924.4,8000,10692.08114
689320.8,8000,10697.061983
746946.2,8000,10702.041523
502139.6,8000,10709.226165
491691.6,8000,10714.217092
733275.4,8000,10719.237699
595656.0,8000,10724.228242
668258.2,8000,10729.222523
598104.0,8000,10736.393102
626565.8,8000,10741.36959
413355.4,8000,10746.333828
481944.6,8000,10751.29447
491542.2,8000,10756.273682
442677.0,8000,10763.439349
641495.4,8000,10768.417436
573480.6,8000,10773.396098
393875.4,8000,10778.375503
635754.6,8000,10783.367986
564111.0,8000,10790.522518
624344.8,8000,10795.497839
419304.8,8000,10800.462504
500554.0,8000,10805.431129
539077.8,8000,10810.397866
472589.4,8000,10817.570817
549148.6,8000,10822.544535
552930.6,8000,10827.524494
703125.2,8000,10832.517487
526520.2,8000,10837.50509
455234.2,8000,10844.674228
443018.2,8000,10849.647349
421098.6,8000,10854.630388
400739.8,8000,10859.633781
449459.6,8000,10864.635365
370648.2,8000,10871.812073
432065.2,8000,10876.800136
436478.6,8000,10881.791783
408575.2,8000,10886.786819
446588.0,8000,10891.758369
377358.8,8000,10898.906528
394786.0,8000,10903.870628
428233.6,8000,10908.836785
407793.4,8000,10913.790814
354685.0,8000,10918.760246
659373.0,8000,10925.958018
406518.8,8000,10930.946881
606366.8,8000,10935.911629
527156.6,8000,10940.88537
602579.8,8000,10945.864631
438892.8,8000,10953.017846
380359.0,8000,10958.006996
427535.0,8000,10963.003109
482510.8,8000,10967.985823
420755.0,8000,10972.982911
488159.4,8000,10980.177353
404348.0,8000,10985.18286
412969.8,8000,10990.185183
398888.8,8000,10995.192147
411816.6,8000,11000.198535
909628.4,8000,11007.380228
543959.6,8000,11012.378956
625701.4,8000,11017.369927
472277.8,8000,11022.353603
531305.6,8000,11027.324709
521865.6,8000,11034.501873
512743.2,8000,11039.492586
403292.0,8000,11044.484035
516312.6,8000,11049.470401
432752.2,8000,11054.453669
618247.8,8000,11061.630875
461370.2,8000,11066.613463
412201.2,8000,11071.604073
701204.2,8000,11076.590487
438368.0,8000,11081.600878
606027.6,8000,11089.156034
794986.2,8000,11094.155043
613067.0,8000,11099.146493
544517.0,8000,11104.128338
856525.6,8000,11109.10458
574956.0,8000,11116.253962
636826.6,8000,11121.240421
758701.4,8000,11126.213809
598873.0,8000,11131.184676
665598.2,8000,11136.159332
443842.6,8000,11143.298814
414349.0,8000,11148.264635
436946.4,8000,11153.228863
458473.4,8000,11158.185251
383782.8,8000,11163.152951
386004.2,8000,11170.317882
435419.4,8000,11175.311874
409644.4,8000,11180.325106
395520.6,8000,11185.310145
412007.8,8000,11190.29537
359001.8,8000,11197.45432
454199.0,8000,11202.440484
420374.8,8000,11207.420605
498698.2,8000,11212.420673
410454.4,8000,11217.400313
390527.2,8000,11224.5582
478014.2,8000,11229.528977
555933.2,8000,11234.50534
516931.2,8000,11239.479845
607159.6,8000,11244.475049
596470.2,8000,11252.03365
647445.8,8000,11257.016685
654166.8,8000,11261.999059
571223.8,8000,11266.975489
602374.6,8000,11271.956758
440746.2,8000,11279.136688
385804.0,8000,11284.124913
446189.2,8000,11289.072648
690620.2,8000,11294.043854
443436.4,8000,11299.003336
563261.0,8000,11306.164488
376395.8,8000,11311.186078
593442.2,8000,11316.181663
430585.4,8000,11321.194154
654604.0,8000,11326.201708
488514.4,8000,11333.379172
716652.6,8000,11338.367481
618547.4,8000,11343.338549
642490.4,8000,11348.34707
531939.4,8000,11353.371843
720945.8,8000,11360.596564
670504.0,8000,11365.636075
489697.4,8000,11370.672015
-7199.0,8000,11375.756911
374464.8,8000,11380.805194
441577.6,8000,11388.066763
515753.8,8000,11393.09603
684644.6,8000,11398.122058
820390.2,8000,11403.151533
711657.0,8000,11408.181567
726314.8,8000,11415.403045
639390.6,8000,11420.448472
519921.4,8000,11425.486456
501642.2,8000,11430.527759
599250.2,8000,11435.571686
1012950.4,8000,11442.787063
753972.2,8000,11447.802235
951693.8,8000,11452.837452
1007161.8,8000,11457.867234
514745.0,8000,11462.90278
629070.8,8000,11470.110003
599827.4,8000,11475.121567
624373.4,8000,11480.14249
586012.6,8000,11485.159255
513603.8,8000,11490.173216
584767.4,8000,11497.398058
828780.2,8000,11502.427318
435188.2,8000,11507.45681
702870.6,8000,11512.485982
639363.4,8000,11517.51578
678193.4,8000,11524.74478
613572.6,8000,11529.78887
368392.4,8000,11534.828157
704832.0,8000,11539.862696
591682.0,8000,11544.899899
416440.0,8000,11552.115799
618468.2,8000,11557.147796
633875.8,8000,11562.178017
472325.4,8000,11567.206147
450231.0,8000,11572.244286
662433.0,8000,11579.475516
571303.0,8000,11584.503572
778206.0,8000,11589.536555
511093.6,8000,11594.570106
463071.2,8000,11599.597082
628343.6,8000,11606.80619
418388.0,8000,11611.827884
442184.6,8000,11616.840846
427295.8,8000,11621.85928
461510.0,8000,11626.875833
457695.6,8000,11632.992036
440480.8,8000,11638.018941
458360.4,8000,11643.05202
553361.0,8000,11648.094752
484565.4,8000,11653.139312
367417.2,8000,11660.366021
444116.6,8000,11665.392316
423576.2,8000,11670.42558
423574.2,8000,11675.467306
458640.6,8000,11680.485157
531850.2,8000,11687.637853
505796.8,8000,11692.619244
459644.4,8000,11697.591361
455375.8,8000,11702.568487
577057.8,8000,11707.545389
646917.2,8000,11714.705049
443644.6,8000,11719.703015
571182.6,8000,11724.693883
414695.0,8000,11729.700543
721641.6,8000,11734.671145
466.0,8000,11741.845033
511169.4,8000,11746.813325
421771.0,8000,11751.771682
441897.8,8000,11756.749069
542902.2,8000,11761.746065
542274.4,8000,11768.89507
595417.4,8000,11773.872321
424952.0,8000,11778.848913
547343.0,8000,11783.825753
398603.4,8000,11788.792688
415003.6,8000,11795.975909
612111.8,8000,11800.957814
453196.4,8000,11805.933749
462421.4,8000,11810.924781
478705.8,8000,11815.904791
407757.4,8000,11823.045782
535509.4,8000,11828.031653
399769.6,8000,11833.007415
427034.4,8000,11837.970457
424466.6,8000,11842.934501
414780.2,8000,11850.090397
507694.8,8000,11855.071442
436460.4,8000,11860.043902
546083.8,8000,11865.023623
513273.0,8000,11870.003608
444625.2,8000,11877.158111
407983.6,8000,11882.139271
448378.8,8000,11887.121766
481422.6,8000,11892.105099
428554.8,8000,11897.075086
627462.0,8000,11904.239632
761407.6,8000,11909.222139
489989.8,8000,11914.201965
431031.4,8000,11919.174109
614173.0,8000,11924.156343
759722.4,8000,11931.333395
574452.8,8000,11936.325329
701358.0,8000,11941.31409
501945.4,8000,11946.311619
612615.0,8000,11951.294343
599485.0,8000,11958.469977
561098.0,8000,11963.464227
425885.6,8000,11968.451613
385995.4,8000,11973.433639
601648.4,8000,11978.414224
417618.0,8000,11985.576576
388685.6,8000,11990.553361
443473.2,8000,11995.535322
416853.6,8000,12000.497529
542077.8,8000,12005.489153
381717.2,8000,12012.641166
500829.0,8000,12017.614854
483376.8,8000,12022.580547
391487.2,8000,12027.551511
416554.6,8000,12032.520483
450185.8,8000,12039.661117
474046.0,8000,12044.631634
436587.6,8000,12049.590358
427760.8,8000,12054.562293
479565.0,8000,12059.515709
422170.2,8000,12066.676509
408900.2,8000,12071.669028
402958.8,8000,12076.636281
416557.6,8000,12081.602332
409636.2,8000,12086.583944
442513.6,8000,12093.753078
500933.0,8000,12098.738563
608185.0,8000,12103.724699
959051.0,8000,12108.710967
514929.8,8000,12113.700013
431205.8,8000,12121.275419
413186.4,8000,12126.263559
407851.0,8000,12131.245677
423832.8,8000,12136.262667
393822.8,8000,12141.276243
439589.2,8000,12148.842888
398227.0,8000,12153.840783
424305.4,8000,12158.81925
409237.4,8000,12163.792021
442293.6,8000,12168.778389
464957.8,8000,12176.259516
436433.0,8000,12181.258548
493589.6,8000,12186.239439
448494.0,8000,12191.21497
430758.8,8000,12196.196905
496449.2,8000,12203.359877
499210.8,8000,12208.318405
471098.6,8000,12213.29023
397224.2,8000,12218.273944
541015.2,8000,12223.251953
505227.8,8000,12230.428716
1262284.6,8000,12235.4224
-5261.2,8000,12240.455249
627172.6,8000,12245.437608
822920.6,8000,12250.413916
528525.0,8000,12257.569632
613235.4,8000,12262.544573
784225.0,8000,12267.518468
369602.4,8000,12272.500129
561886.0,8000,12277.46319
498738.4,8000,12284.636294
726896.6,8000,12289.611277
577906.0,8000,12294.573285
797112.4,8000,12299.541738
562289.4,8000,12304.516756
1236257.4,8000,12311.660341
647996.4,8000,12316.63546
778513.4,8000,12321.608232
849453.6,8000,12326.584213
611310.2,8000,12331.551383
497017.8,8000,12338.745269
571698.6,8000,12343.732618
529227.8,8000,12348.719336
-4864.4,8000,12353.746873
389540.8,8000,12358.741184
523083.2,8000,12365.92987
-6564.8,8000,12370.965153
982798.0,8000,12375.962752
696933.4,8000,12380.968428
877619.4,8000,12385.954432
-8815.2,8000,12393.164126
768136.4,8000,12398.144817
-14701.4,8000,12403.18089
655522.2,8000,12408.167353
-9287.0,8000,12413.194853
-11082.6,8000,12420.419244
541928.0,8000,12425.397215
723844.6,8000,12430.391049
427854.0,8000,12435.366812
716523.0,8000,12440.342636
946120.8,8000,12447.510264
709794.2,8000,12452.491317
786639.8,8000,12457.468857
616132.2,8000,12462.4513
-15644.0,8000,12467.482031
-16108.6,8000,12474.695829
1154682.4,8000,12479.678126
-2088.0,8000,12484.694669
-16145.4,8000,12489.72747
-15701.6,8000,12494.754916
658883.8,8000,12501.911289
-8770.4,8000,12506.933054
-14695.4,8000,12511.957214
2236875.0,8000,12516.931286
-15307.2,8000,12521.95664
-15592.8,8000,12529.276449
-15966.0,8000,12534.311525
-888.0,8000,12539.335147
-15893.2,8000,12544.377088
-16281.8,8000,12549.426847
-14709.4,8000,12556.994972
-14807.6,8000,12562.028937
-16453.0,8000,12567.071127
-10283.8,8000,12572.099752
1400208.2,8000,12577.086389
-16202.8,8000,12584.309246
-16431.4,8000,12589.353528
-16600.4,8000,12594.378934
-13415.8,8000,12599.4039
-16314.6,8000,12604.425248
-16109.8,8000,12611.647357
1197094.0,8000,12616.636797
-15423.8,8000,12621.671964
-16028.2,8000,12626.708225
-15319.6,8000,12631.741287
710891.0,8000,12639.301489
-9385.4,8000,12644.336317
627786.6,8000,12649.322903
604022.8,8000,12654.301246
740772.2,8000,12659.287636
683965.8,8000,12666.808842
481444.8,8000,12671.78439
520886.4,8000,12676.759182
775196.0,8000,12681.73595
-5285.6,8000,12686.763829
516211.2,8000,12694.290416
607087.0,8000,12699.277399
747894.0,8000,12704.267484
-11666.8,8000,12709.312103
710449.2,8000,12714.293196
659050.0,8000,12721.852708
642851.0,8000,12726.844295
648215.4,8000,12731.845287
630161.8,8000,12736.827681
-10526.8,8000,12741.866361
636768.0,8000,12749.101095
443330.4,8000,12754.100776
409462.0,8000,12759.099019
555698.8,8000,12764.091969
426266.4,8000,12769.087798
675684.6,8000,12776.336691
469819.0,8000,12781.325288
-15593.4,8000,12786.357571
990824.0,8000,12791.352605
-14847.4,8000,12796.382476
574742.0,8000,12802.442824
885744.2,8000,12807.421258
432834.2,8000,12812.413185
612278.2,8000,12817.392689
718037.8,8000,12822.380664
1087.0,8000,12829.573219
578988.0,8000,12834.551653
508838.2,8000,12839.52893
691709.0,8000,12844.504503
400246.2,8000,12849.491115
-10165.8,8000,12856.713201
-16146.6,8000,12861.753199
2809155.4,8000,12866.751903
-14820.2,8000,12871.792995
-15557.4,8000,12876.830194
-16619.2,8000,12884.018181
-10165.6,8000,12889.043108
-16470.2,8000,12894.059457
-16406.6,8000,12899.07336
3644605.2,8000,12904.055809
3038137.8,8000,12911.244063
-16292.6,8000,12916.283274
-16247.4,8000,12921.323291
3206665.6,8000,12926.318195
-16143.4,8000,12931.354736
3290799.0,8000,12938.50808
-10553.8,8000,12943.53323
-16450.2,8000,12948.550829
-16339.8,8000,12953.566982
2815584.8,8000,12958.545456
3181315.2,8000,12965.712512
-11232.6,8000,12970.733693
3449950.8,8000,12975.710587
-16162.8,8000,12980.736306
-15977.8,8000,12985.775659
4193467.2,8000,12993.026038
4653320.4,8000,12998.025262
4097411.8,8000,13003.015705
-16222.4,8000,13008.047869
-11528.0,8000,13013.079134
3000486.0,8000,13020.273873
2709600.8,8000,13025.271571
-11848.8,8000,13030.3075
-16337.8,8000,13035.355143
-11221.4,8000,13040.386224
-10324.8,8000,13047.593997
2529316.0,8000,13052.572489
2280585.0,8000,13057.552567
2548045.8,8000,13062.537805
-15044.2,8000,13067.565287
1357176.6,8000,13074.767056
1582996.0,8000,13079.748781
1322290.8,8000,13084.731796
-7476.6,8000,13089.776083
1354389.2,8000,13094.753366
462265.8,8000,13101.944894
625857.2,8000,13106.936122
578660.0,8000,13111.919702
600787.2,8000,13116.903956
597607.0,8000,13121.891543
1001889.6,8000,13129.064686
959886.2,8000,13134.03892
972964.4,8000,13139.009217
840455.0,8000,13143.979997
869172.2,8000,13148.95681
1032372.8,8000,13156.108046
-9976.0,8000,13161.12565
662169.6,8000,13166.095102
925770.0,8000,13171.068055
870209.0,8000,13176.034213
859027.0,8000,13183.195115
675697.0,8000,13188.189894
642396.2,8000,13193.200686
899743.4,8000,13198.194504
487853.6,8000,13203.168458
808230.0,8000,13210.381837
422559.0,8000,13215.382405
493990.2,8000,13220.380661
580165.2,8000,13225.372089
618874.0,8000,13230.366614
443402.2,8000,13237.520113
444652.8,8000,13242.497209
408023.4,8000,13247.475429
451600.6,8000,13252.450577
379391.2,8000,13257.446531
445791.0,8000,13264.620294
402408.0,8000,13269.590536
449599.4,8000,13274.560974
441871.2,8000,13279.528949
430350.0,8000,13284.510571
389913.2,8000,13291.672354
434764.0,8000,13296.655536
351186.8,8000,13301.655337
382421.0,8000,13306.643343
409404.2,8000,13311.650382
670205.0,8000,13318.812618
553096.0,8000,13323.796551
700806.6,8000,13328.771917
560170.6,8000,13333.75275
766796.4,8000,13338.730089
974337.6,8000,13346.010451
652003.0,8000,13351.030164
783292.8,8000,13356.052643
736770.6,8000,13361.069995
541806.4,8000,13366.083113
490381.8,8000,13373.288216
385549.4,8000,13378.310991
492313.0,8000,13383.336096
554845.6,8000,13388.362418
612959.6,8000,13393.380434
1377875.6,8000,13400.795577
790387.4,8000,13405.830772
739962.0,8000,13410.865002
949011.8,8000,13415.898932
1197910.6,8000,13420.936467
637394.6,8000,13428.166093
432614.4,8000,13433.196559
532547.0,8000,13438.225386
491632.6,8000,13443.255758
585588.2,8000,13448.287887
571550.4,8000,13455.505203
616435.4,8000,13460.656675
474714.6,8000,13465.768909
474674.6,8000,13470.834118
453064.8,8000,13475.864947
389060.6,8000,13483.096383
399389.8,8000,13488.101762
436091.0,8000,13493.074509
419488.6,8000,13498.051286
427153.4,8000,13503.048951
420205.6,8000,13510.264968
439465.2,8000,13515.279919
714042.4,8000,13520.297986
517459.2,8000,13525.32448
403517.2,8000,13530.343823
429458.2,8000,13537.565654
426958.4,8000,13542.594265
544845.0,8000,13547.615243
489346.4,8000,13552.637516
485811.0,8000,13557.654185
610679.6,8000,13564.867422
383965.6,8000,13569.886267
449937.2,8000,13574.889497
523705.4,8000,13579.907556
549183.8,8000,13584.921647
765597.8,8000,13592.104877
767067.6,8000,13597.079298
828773.4,8000,13602.062574
826860.8,8000,13607.021698
571738.0,8000,13611.991057
407131.8,8000,13619.165533
965584.2,8000,13624.153292
538233.2,8000,13629.143357
1141977.4,8000,13634.14482
-192.0,8000,13639.17064
754089.8,8000,13646.331878
975320.2,8000,13651.329367
-11832.4,8000,13656.374879
712892.6,8000,13661.365833
757238.0,8000,13666.363278
653819.6,8000,13673.577507
1497728.4,8000,13678.604584
1485391.2,8000,13683.635324
678134.4,8000,13688.650454
1402511.2,8000,13693.662442
1227619.4,8000,13700.874131
792055.0,8000,13705.883905
1005635.4,8000,13710.892378
914958.4,8000,13715.908296
573157.2,8000,13720.931659
601180.2,8000,13728.163012
524625.2,8000,13733.185233
518089.4,8000,13738.208169
509249.8,8000,13743.226061
505503.8,8000,13748.252918
745363.6,8000,13755.470513
713455.0,8000,13760.480009
818497.2,8000,13765.494165
784161.6,8000,13770.511901
743824.6,8000,13775.52315
944509.4,8000,13782.734458
582890.2,8000,13787.743978
817241.8,8000,13792.778308
758267.6,8000,13797.808201
823794.8,8000,13802.826421
516780.8,8000,13810.06025
758919.4,8000,13815.092647
635686.6,8000,13820.124456
771508.0,8000,13825.150603
608481.8,8000,13830.184028
436381.4,8000,13837.387041
460880.2,8000,13842.4111
458149.2,8000,13847.448278
408979.6,8000,13852.484474
622679.4,8000,13857.504609
428099.2,8000,13865.123656
401895.0,8000,13870.151198
432595.2,8000,13875.177777
410264.0,8000,13880.200104
451167.2,8000,13885.230331
488715.8,8000,13892.531803
431394.4,8000,13897.557311
434333.8,8000,13902.565483
409158.0,8000,13907.588324
406398.6,8000,13912.609568
1080556.6,8000,13919.826261
-6987.4,8000,13924.896361
1065280.2,8000,13929.923616
1093256.8,8000,13934.954172
-5443.4,8000,13940.021126
1918756.0,8000,13946.134697
1222471.4,8000,13951.154902
963093.6,8000,13956.179811
521414.6,8000,13961.187937
1147892.6,8000,13966.21294
445264.4,8000,13973.433309
445740.0,8000,13978.455681
431734.8,8000,13983.488658
407323.8,8000,13988.500465
430362.6,8000,13993.523368
508888.4,8000,14000.723299
424418.8,8000,14005.745465
428433.4,8000,14010.756109
409806.8,8000,14015.769938
411863.8,8000,14020.779174
538301.4,8000,14028.189544
742834.0,8000,14033.214302
808971.6,8000,14038.244284
818565.2,8000,14043.266761
675240.4,8000,14048.294776
731563.2,8000,14055.531626
967151.0,8000,14060.56514
465151.8,8000,14065.602508
664737.6,8000,14070.625774
520922.0,8000,14075.651767
416047.6,8000,14082.982712
445936.8,8000,14088.024029
428257.0,8000,14093.073165
455592.2,8000,14098.100152
446163.6,8000,14103.127021
454188.2,8000,14110.418011
491903.6,8000,14115.455058
527477.4,8000,14120.470704
601065.2,8000,14125.478123
1138922.2,8000,14130.489513
486357.6,8000,14137.703868
495659.8,8000,14142.71492
980582.6,8000,14147.722991
775822.8,8000,14152.730261
452559.2,8000,14157.746321
960981.0,8000,14164.948162
849236.8,8000,14169.963647
1014019.0,8000,14174.979154
-11077.2,8000,14180.042071
845630.4,8000,14185.060784
-10263.4,8000,14192.343695
1441940.8,8000,14197.368986
2441776.2,8000,14202.403895
-10492.4,8000,14207.486919
-8962.6,8000,14212.571468
-9389.6,8000,14219.836439
2693105.0,8000,14224.85929
-9636.4,8000,14229.920032
1019453.4,8000,14234.934326
2558135.6,8000,14239.943877
-11083.2,8000,14247.202798
-15987.8,8000,14252.260577
2565466.8,8000,14257.267303
1300208.2,8000,14262.256916
2131044.6,8000,14267.260551
745448.8,8000,14274.466371
763540.0,8000,14279.484325
431203.2,8000,14284.501222
697972.6,8000,14289.517034
713198.6,8000,14294.530266
655145.4,8000,14301.754622
783750.4,8000,14306.768196
731479.6,8000,14311.78769
716056.8,8000,14316.81356
624006.8,8000,14321.849441
967282.4,8000,14329.024785
703270.8,8000,14334.02829
1025570.2,8000,14339.026549
810313.2,8000,14344.003507
573010.8,8000,14349.002994
664471.8,8000,14356.186524
489557.0,8000,14361.174526
615802.8,8000,14366.152878
431316.6,8000,14371.153691
542510.0,8000,14376.161062
552484.4,8000,14383.702701
527268.2,8000,14388.686714
936993.6,8000,14393.662781
634055.6,8000,14398.663403
670163.8,8000,14403.660944
658190.6,8000,14410.81424
383204.6,8000,14415.801494
588862.6,8000,14420.782538
430567.8,8000,14425.767993
512171.2,8000,14430.745262
362781.2,8000,14437.913442
409242.4,8000,14442.917095
354179.8,8000,14447.909023
500930.0,8000,14452.911303
445555.2,8000,14457.920417
417312.6,8000,14465.082732
453076.0,8000,14470.074116
419358.8,8000,14475.07275
452334.8,8000,14480.063664
339966.8,8000,14485.058342
1549064.2,8000,14492.44614
1988352.2,8000,14497.46309
1583447.2,8000,14502.454161
1777147.2,8000,14507.461532
1866980.0,8000,14512.450761
442506.4,8000,14519.605559
407493.4,8000,14524.585282
489109.6,8000,14529.566488
579069.0,8000,14534.545669
424612.2,8000,14539.534081
418870.6,8000,14546.733394
405422.0,8000,14551.711533
458232.8,8000,14556.687666
419765.4,8000,14561.652579
437623.0,8000,14566.627892
464085.6,8000,14573.750705
384354.8,8000,14578.724976
413301.0,8000,14583.708078
435110.6,8000,14588.694699
410250.8,8000,14593.674904
390915.8,8000,14600.840256
427053.6,8000,14605.822071
429997.4,8000,14610.79545
418581.2,8000,14615.758857
438919.8,8000,14620.721814
474420.2,8000,14627.889422
551176.6,8000,14632.874361
480595.0,8000,14637.845279
605870.8,8000,14642.831975
436258.8,8000,14647.807856
439203.8,8000,14655.035251
443879.8,8000,14660.059997
418121.8,8000,14665.087604
461704.4,8000,14670.113968
432699.4,8000,14675.148532
449496.2,8000,14682.397401
425076.2,8000,14687.421747
449120.6,8000,14692.450781
415887.6,8000,14697.492166
419019.2,8000,14702.528977
353511.2,8000,14709.797137
447096.2,8000,14714.832726
483098.4,8000,14719.865609
372913.0,8000,14724.896603
482404.0,8000,14729.923205
411404.4,8000,14737.202079
429480.8,8000,14742.228946
390885.4,8000,14747.27209
386548.4,8000,14752.310777
404147.6,8000,14757.343506
429669.6,8000,14764.540311
364725.8,8000,14769.555095
405506.8,8000,14774.573478
431786.6,8000,14779.590723
448406.0,8000,14784.606041
398519.4,8000,14791.74709
453815.0,8000,14796.733673
581112.6,8000,14801.717503
528850.8,8000,14806.706362
509674.6,8000,14811.690999
416128.4,8000,14818.795519
477570.4,8000,14823.776639
422349.8,8000,14828.756633
429641.0,8000,14833.739243
434066.6,8000,14838.723635
380380.2,8000,14845.828288
415857.6,8000,14850.803311
454760.0,8000,14855.778306
454241.4,8000,14860.743597
426027.8,8000,14865.708537
424871.4,8000,14872.888748
489811.2,8000,14877.873442
438025.8,8000,14882.855905
406395.0,8000,14887.844659
398457.8,8000,14892.832148
555533.4,8000,14900.026674
511229.4,8000,14905.02789
361623.8,8000,14910.030589
-1006.6,8000,14915.07426
585095.4,8000,14920.078535
378164.8,8000,14927.275744
598304.8,8000,14932.307382
420552.2,8000,14937.314307
-13472.4,8000,14942.369395
430568.2,8000,14947.375986
452803.4,8000,14954.528659
714790.8,8000,14959.521935
587634.4,8000,14964.504712
629316.2,8000,14969.513549
596932.2,8000,14974.521608
639259.6,8000,14981.698759
677782.6,8000,14986.676878
1024338.2,8000,14991.656527
550344.6,8000,14996.645789
832517.4,8000,15001.612944
447246.2,8000,15008.754151
437073.4,8000,15013.721177
409058.0,8000,15018.693897
430831.0,8000,15023.659736
408953.2,8000,15028.624233
492163.8,8000,15035.75043
409623.4,8000,15040.722744
461422.6,8000,15045.693134
458907.2,8000,15050.65907
414599.2,8000,15055.630041
416913.6,8000,15062.800375
450443.8,8000,15067.775067
437441.8,8000,15072.751057
420658.8,8000,15077.728521
431838.2,8000,15082.696829
402478.6,8000,15089.855361
428625.6,8000,15094.865119
438831.8,8000,15099.838753
368849.8,8000,15104.824782
458832.8,8000,15109.807029
406750.6,8000,15115.878078
402719.4,8000,15120.875784
467738.0,8000,15125.865939
431846.6,8000,15130.855325
414440.0,8000,15135.850194
529927.0,8000,15143.017986
464654.2,8000,15147.989927
383522.4,8000,15152.972086
420635.4,8000,15157.950001
423413.6,8000,15162.927135
389419.0,8000,15170.09948
527536.8,8000,15175.084867
461078.4,8000,15180.073557
444489.8,8000,15185.05776
349523.6,8000,15190.066346
-99.4,8000,15197.284137
-15600.4,8000,15202.331358
612996.4,8000,15207.323748
751286.4,8000,15212.317624
482960.4,8000,15217.318219
343.2,8000,15224.515648
686507.6,8000,15229.499963
991448.0,8000,15234.470247
-3343.8,8000,15239.493828
2343.2,8000,15244.512988
528225.8,8000,15251.669623
652020.2,8000,15256.643293
394210.4,8000,15261.628577
436229.8,8000,15266.598382
437929.2,8000,15271.566693
626997.6,8000,15278.737693
592649.8,8000,15283.721618
583752.8,8000,15288.722687
667170.2,8000,15293.699005
691916.6,8000,15298.677757
422170.6,8000,15305.825686
440776.2,8000,15310.808186
530643.2,8000,15315.785868
601846.4,8000,15320.767978
419145.0,8000,15325.740815
471715.4,8000,15332.910905
580894.6,8000,15337.906853
599363.0,8000,15342.905903
705638.4,8000,15347.935385
661091.8,8000,15352.938101
799273.2,8000,15360.105964
-7671.2,8000,15365.144486
775843.6,8000,15370.137841
1034895.4,8000,15375.132444
758688.6,8000,15380.12224
1206121.0,8000,15387.268241
548911.6,8000,15392.242938
629680.2,8000,15397.215616
1606.2,8000,15402.219379
1077777.4,8000,15407.187594
1024966.0,8000,15414.353039
-15931.0,8000,15419.399172
1006166.8,8000,15424.391231
1239581.6,8000,15429.380844
1207330.4,8000,15434.371372
-10268.0,8000,15441.577072
2041940.4,8000,15446.568949
-10678.0,8000,15451.613035
1799164.4,8000,15456.608168
-7657.4,8000,15461.638246
2455597.4,8000,15468.811839
2081503.0,8000,15473.803825
-15426.6,8000,15478.841491
2302160.8,8000,15483.831855
1977680.8,8000,15488.818048
2380369.6,8000,15496.005207
2025694.4,8000,15501.013507
2221350.4,8000,15506.019531
-10038.8,8000,15511.063492
2562369.2,8000,15516.068592
2372871.0,8000,15523.231463
1968964.0,8000,15528.221511
2250242.8,8000,15533.21777
2136849.2,8000,15538.212948
1217675.2,8000,15543.201153
2264144.0,8000,15550.361909
1689709.8,8000,15555.337386
1123721.4,8000,15560.308894
2539054.4,8000,15565.289011
-14266.6,8000,15570.315324
1886230.2,8000,15577.479365
2447649.4,8000,15582.484198
2629736.2,8000,15587.485863
2501293.8,8000,15592.487005
2169746.8,8000,15597.492842
2278344.0,8000,15604.64979
-8624.6,8000,15609.674358
1686779.8,8000,15614.65263
1037160.6,8000,15619.638263
1897097.4,8000,15624.610491
2257755.8,8000,15631.765298
2245012.2,8000,15636.7509
-10433.4,8000,15641.78035
2295950.6,8000,15646.766923
-8415.4,8000,15651.795989
2317690.0,8000,15658.94231
2541311.6,8000,15663.923005
2499962.2,8000,15668.895617
1260168.2,8000,15673.845761
2238499.2,8000,15678.821845
-15793.2,8000,15686.03707
-11088.2,8000,15691.060891
1614434.8,8000,15696.03653
-14825.2,8000,15701.064617
-15320.2,8000,15706.106289
2568109.6,8000,15713.274278
-9185.2,8000,15718.313713
2403017.4,8000,15723.307866
-15552.0,8000,15728.353552
2432723.4,8000,15733.339782
-14831.2,8000,15740.545751
-8824.6,8000,15745.575558
2427701.0,8000,15750.558766
-9834.2,8000,15755.588014
2449219.6,8000,15760.572679
2419956.2,8000,15767.744894
2551826.6,8000,15772.757722
2903031.2,8000,15777.763077
-9565.4,8000,15782.811202
3108259.4,8000,15787.820616
3310.8,8000,15795.035256
2821602.4,8000,15800.035799
2666646.0,8000,15805.03826
-15911.6,8000,15810.08356
3223930.8,8000,15815.076999
3030709.4,8000,15822.242613
2344632.2,8000,15827.229062
2590037.4,8000,15832.215218
1134473.8,8000,15837.194881
2589020.0,8000,15842.181291
-8794.4,8000,15849.401538
3569707.0,8000,15854.404298
2295089.0,8000,15859.400572
824388.0,8000,15864.404611
-15831.4,8000,15869.451206
3638268.2,8000,15876.607167
2709850.2,8000,15881.584797
-13584.2,8000,15886.604757
2088525.8,8000,15891.567591
-15717.0,8000,15896.607491
-10677.8,8000,15903.812373
-15730.8,8000,15908.848175
2236952.0,8000,15913.845885
